"FileName","Url","FileType","SiteUrl","LibraryTitle","FolderPath","DocNumber","Description","Modified1","SizeBytes","UniqueId","ListId","ItemId","SearchText","WBS Description","Doc Type","FullTitleText","Main Group","Sub Group","Revision","Status","blobData","Company","SummaryText","DocKey","Sub_Vendor","AISummary","AISummarizedOn","AIKeywords","Discipline","FileLink","MDDRKey"
"PPE_RDMC_Project_Fitness to Work Policy.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/2) Policies_Static/ARCHIVED/4) Fitness to Work Policy/RDMC Format/PPE_RDMC_Project_Fitness to Work Policy.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","ARCHIVED","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/2) Policies_Static/ARCHIVED/4) Fitness to Work Policy/RDMC Format","PPE_RDMC_Project_Fitness to Work Policy"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK038-0100-ED24-0016, Rev. A   Low Voltage Motors – Technical Specification  Reko Diq Mining Company (Private<ddd/>","10/14/2025","556,773",,,,"PPE_RDMC_Project_Fitness to Work Policy",,,,,,,,,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK038-0100-ED24-0016, Rev. A   Low Voltage Motors – Technical Specification  Reko Diq Mining Company (Private<ddd/>","PPE_RDMC_PROJECT_FITNESS TO WORK POLICY",,,,,,,
"6105AK038-7179-ED05-0065_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0065_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED05-0065_1","AUX DB 02 AUX DB 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","77,572",,,,"6105AK038-7179-ED05-0065_1","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - 400V AUX DB 02 Schematic Diagrams - Drawing – Details Drawing - Sht. 6 of 7","Aux DB 02","Schematic Diagrams","1","Approved",,"PPE Technologies","AUX DB 02 AUX DB 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED05-0065_1",,,,,"ELECTRICAL",,
"6105AK038-6180-ED10-0300_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-6180-ED10-0300_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-6180-ED10-0300_A","Changeover Switch Changeover Switch DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1<ddd/>","12/13/2025","89,100",,,,"6105AK038-6180-ED10-0300_A","6180 - On-site Village Accommodation","D10 - Drawing – Single Line Diagram (SLD)","Detailed Design - Early Works - On-site Village Accommodation - Changeover Panel  - Single Line Diagram  - Sht.2 of 7","Changeover Panel","Single Line Diagram","0","Approved",,"PPE Technologies","Changeover Switch Changeover Switch DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1<ddd/>","6105AK038-6180-ED10-0300_A",,,,,"ELECTRICAL",,
"6105AK038-6180-ED05-0608_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-6180-ED05-0608_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-6180-ED05-0608_A","Changeover Switch Changeover Switch DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. NOTES<ddd/>","12/13/2025","809,235",,,,"6105AK038-6180-ED05-0608_A","6180 - On-site Village Accommodation","D05 - Drawing – Details Drawing","Detailed Design - Early Works - On-site Village Accommodation - Changeover Panel - Auxiliary Supply - Sht.3 of 7","Changeover Panel","Auxiliary Supply","0","Approved",,"PPE Technologies","Changeover Switch Changeover Switch DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. NOTES<ddd/>","6105AK038-6180-ED05-0608_A",,,,,"ELECTRICAL",,
"6105AK038-6180-ED05-0610_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-6180-ED05-0610_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-6180-ED05-0610_A","Changeover Switch Changeover Switch DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. NOTES<ddd/>","12/13/2025","83,013",,,,"6105AK038-6180-ED05-0610_A","6180 - On-site Village Accommodation","D05 - Drawing – Details Drawing","Detailed Design - Early Works - On-site Village Accommodation - Changeover Panel - Auxiliary Supply - Sht.5 of 7","Changeover Panel","Auxiliary Supply","0","Approved",,"PPE Technologies","Changeover Switch Changeover Switch DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. NOTES<ddd/>","6105AK038-6180-ED05-0610_A",,,,,"ELECTRICAL",,
"6105AK038-7179-ED05-0036_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0036_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED05-0036_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","69,476",,,,"6105AK038-7179-ED05-0036_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster - Schematic Diagrams - VSD Feeder Trip Circuit - Sht. 62 of 76","MCC","Schematic Diagrams","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0036_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED05-0036_0",,,,,"ELECTRICAL",,
"6105AK038-7179-ED05-0037_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0037_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED05-0037_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","70,051",,,,"6105AK038-7179-ED05-0037_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster - Schematic Diagrams - MCCB Voltage Free Contacts - Sht. 63 of 76","MCC","Schematic Diagrams","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0037_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED05-0037_0",,,,,"ELECTRICAL",,
"PPE-LI22.6_Lifting Operation Plan.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/6) PHASGS_Project Forms/PPE-LI22.6_Lifting Operation Plan.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/6) PHASGS_Project Forms","PPE-LI22.6_Lifting Operation Plan"," PPE-TECH PROJECTS  H&S LIFTING OPERATIONS PLAN Page | 1 Lifting Operation Plan Applicability: This is to be completed for all mobile crane lifts, critical lifts and any other non-","8/4/2025","66,776",,,,"PPE-LI22.6_Lifting Operation Plan",,,,"Project Forms",,,,,"Other"," PPE-TECH PROJECTS  H&S LIFTING OPERATIONS PLAN Page | 1 Lifting Operation Plan Applicability: This is to be completed for all mobile crane lifts, critical lifts and any other non-","PPE-LI22.6_LIFTING OPERATION PLAN",,,,,,,
"6105AK038-7179-ED05-0032_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0032_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED05-0032_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","69,471",,,,"6105AK038-7179-ED05-0032_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster - Schematic Diagrams - VSD Feeder Trip Circuit - Sht. 56 of 76","MCC","Schematic Diagrams","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0032_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED05-0032_0",,,,,"ELECTRICAL",,
"6105AK038-6180-ED02-0043_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-6180-ED02-0043_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-6180-ED02-0043_0","Panel K06 - Feeder 3 Panel K06 - Feeder 3 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. ","12/13/2025","152,680",,,,"6105AK038-6180-ED02-0043_0","6180 - On-site Village Accommodation","D02 - Drawing – Layout","Detailed Design - Early Works - On-site Village Accommodation - Panel K06 - Feeder 3 - LV Side Chassis Layout - Sht.3 of 22","Panel K06","Feeder 3","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-6180-ED02-0043_0.pdf","PPE Technologies","Panel K06 - Feeder 3 Panel K06 - Feeder 3 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. ","6105AK038-6180-ED02-0043_0",,,,,"ELECTRICAL",,
"2) HSE Dashboard_September_2025.xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/9) General_Documentation/9.4) Reporting/2) September '25/2) HSE Dashboard_September_2025.xlsx","xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ","9) General_Documentation","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/9) General_Documentation/9.4) Reporting/2) September '25","2) HSE Dashboard_September_2025","Dashboard SAFETY DASHBOARD LTIFR On-Site Workforce Exposure (Reporting Month) PPE Cumulative Manhours PPE Engagements Date Range 0 01 - 30 September 2025 Key On-Site Personnel - ","10/17/2025","66,858",,,,"2) HSE Dashboard_September_2025",,,,,,,,,"Other","Dashboard SAFETY DASHBOARD LTIFR On-Site Workforce Exposure (Reporting Month) PPE Cumulative Manhours PPE Engagements Date Range 0 01 - 30 September 2025 Key On-Site Personnel - ","2) HSE DASHBOARD_SEPTEMBER_2025",,,,,,,
"6105AK038-6180-ED02-0010_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-6180-ED02-0010_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-6180-ED02-0010_0","Panel K03 - Gen Incomer 2 Panel K03 - Gen Incomer 2 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD<ddd/>","12/13/2025","247,419",,,,"6105AK038-6180-ED02-0010_0","6180 - On-site Village Accommodation","D02 - Drawing – Layout","Detailed Design - Early Works - On-site Village Accommodation - Panel K03 - Gen Incomer 2 - Field Chassis Layout - Sht.5 of 24","Panel K03","Gen Incomer 2","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-6180-ED02-0010_0.pdf","PPE Technologies","Panel K03 - Gen Incomer 2 Panel K03 - Gen Incomer 2 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD<ddd/>","6105AK038-6180-ED02-0010_0",,,,,"ELECTRICAL",,
"PPE-02_Investigation_Non-Serious OSH Incident.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/6) PHASGS_Project Forms/PPE-02_Investigation_Non-Serious OSH Incident.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/6) PHASGS_Project Forms","NEOM-OSHE-GF-Form G2 - Non-Serious OSHE Incident Investigation Report","NEOM-OSHE-GF-Form G2 - Non-Serious OSHE Incident Investigation Report  Form G2     PPE-TECH PROJECTS  H&S NON-SERIOUS OSH INCIDENT INVESTIGATION Page | 1  Form G2    Non-Serious<ddd/>","8/5/2025","156,359",,,,"NEOM-OSHE-GF-Form G2 - Non-Serious OSHE Incident Investigation Report",,,,"Project Forms",,,,,"Other","NEOM-OSHE-GF-Form G2 - Non-Serious OSHE Incident Investigation Report  Form G2     PPE-TECH PROJECTS  H&S NON-SERIOUS OSH INCIDENT INVESTIGATION Page | 1  Form G2    Non-Serious<ddd/>","NEOM-OSHE-GF-FORM G2 - NON-SERIOUS OSHE INCIDENT INVESTIGATION REPORT",,,,,,,
"6105AK038-5630-ED10-0013_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-5630-ED10-0013_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-5630-ED10-0013_0","PWTP AUX DB 02 PWTP AUX DB 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","12/13/2025","156,692",,,,"6105AK038-5630-ED10-0013_0","5630 - Potable Water Treatment Plant","D10 - Drawing – Single Line Diagram (SLD)","Detailed Design - Early Works - Potable Water Treatment Plant - PWTP 400V AUX DB 02 Top down SLD-Drawing – Single Line Diagrams - Sht. 3 of 5","400V Aux DB 01","Single Line Diagram","0","Approved",,"PPE Technologies","PWTP AUX DB 02 PWTP AUX DB 02 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - ","6105AK038-5630-ED10-0013_0",,,,,"ELECTRICAL",,
"6105AK038-7179-ED05-0016_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0016_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED05-0016_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","106,977",,,,"6105AK038-7179-ED05-0016_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster - Schematic Diagrams - DOL Feeder Power Circuit - Sht. 29 of 76","MCC","Schematic Diagrams","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0016_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED05-0016_0",,,,,"ELECTRICAL",,
"6105AK038-7179-ED05-0027_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0027_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED05-0027_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","90,594",,,,"6105AK038-7179-ED05-0027_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster - Schematic Diagrams - Incomer Terminals & 110VAC Control Supply - Sht. 47 of 76","MCC","Schematic Diagrams","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0027_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED05-0027_0",,,,,"ELECTRICAL",,
"6105AK038-7179-ED05-0038_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0038_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED05-0038_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","122,622",,,,"6105AK038-7179-ED05-0038_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster - Schematic Diagrams - TRF Incomer Main ACB Overview Diagram - Sht. 65 of 76","MCC","Schematic Diagrams","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0038_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED05-0038_0",,,,,"ELECTRICAL",,
"PHASGS_Framework_ Register_ .xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/1) Administrative_Manuals_STATIC/4.1) PHASGS Framework Register/PHASGS_Framework_ Register_ .xlsx","xlsx","https://ppetechcoza.sharepoint.com/sites/SHERQ","1) Phase 1 - H&S Governance","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/1) Administrative_Manuals_STATIC/4.1) PHASGS Framework Register","PHASGS_Framework_ Register_ ","H&S Doc Register Project Sysfety System Document FRAMEWORK Register Project Name From Response required by No Doc Code ""RDMC"" Doc Number Old Doc Number New Document Description ""","1/15/2026","218,626",,,,"PHASGS_Framework_ Register_ ",,,,,,,,,"Other","H&S Doc Register Project Sysfety System Document FRAMEWORK Register Project Name From Response required by No Doc Code ""RDMC"" Doc Number Old Doc Number New Document Description ""","PHASGS_FRAMEWORK_ REGISTER_",,,,,,,
"6105AK038-7179-ED05-0044_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0044_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED05-0044_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","90,857",,,,"6105AK038-7179-ED05-0044_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster - Schematic Diagrams - UPS Control Supply - Sht. 75 of 76","MCC","Schematic Diagrams","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED05-0044_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED05-0044_0",,,,,"ELECTRICAL",,
"6105AK038-7179-ED10-0007_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED10-0007_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-7179-ED10-0007_0","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","12/13/2025","85,307",,,,"6105AK038-7179-ED10-0007_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D10 - Drawing – Single Line Diagram (SLD)","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Booster Pump Station MCC Detail SLD - Drawing - Single Line Diagram - Sht.18 of 76","MCC","Single Line Diagram","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-7179-ED10-0007_0.pdf","PPE Technologies","9126-MCC-001 9126-MCC-001 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-7179-ED10-0007_0",,,,,"ELECTRICAL",,
